2023-02-01 00:49:00.237871,4.085614035087719,
2023-02-01 01:46:00.328254,5.095087719298246,
2023-02-01 02:43:00.358638,6.655087719298245,
2023-02-01 03:40:00.408824,6.13859649122807,
2023-02-01 04:37:00.487639,6.744912280701754,
2023-02-01 05:34:00.547370,6.0473684210526315,
2023-02-01 06:31:00.598814,4.952280701754386,
2023-02-01 07:28:00.658864,4.708771929824562,
2023-02-01 08:25:00.718875,1.8652631578947367,
2023-02-01 09:22:00.778736,4.6603508771929825,
2023-02-01 10:19:00.871498,5.10140350877193,
2023-02-01 11:16:00.907482,5.348070175438596,
2023-02-01 12:13:00.958833,5.719298245614035,
2023-02-01 13:10:01.027616,6.738947368421053,
2023-02-01 14:07:01.078640,6.647368421052631,
2023-02-01 15:04:01.138770,6.199298245614035,
2023-02-01 16:01:01.233509,4.7642105263157895,
